Country,City,Culture,Event,Preferred Color,Preferred Style,Outfit
Japan,Tokyo,Western,Casual Party,Yellow,Traditional,Floral cardigan over a dress with Mary Jane shoes
USA,New York,Western,Wedding,Silver,Modern,Beaded off-shoulder sequin dress
USA,Chicago,Latino,Office Meeting,Beige,Traditional,Solid embroidered blouse with skirt
Sri Lanka,Galle,Traditional (Sinhala),Casual Party,Earth Tones,Modern,Floral off-shoulder dress
England,Manchester,Western,Wedding,Ivory,Modern,Beaded modern lace trumpet gown with deep illusion back
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Maroon,Modern,Beaded lace dress
Japan,Kyoto,Traditional Japanese,Wedding,Silver,Modern,Embroidered kimono-style gown
Japan,Osaka,Traditional Japanese,Office Meeting,Muted,Traditional,Subtle Patterns silk kimono
India,Mumbai,Traditional (North Indian),Wedding,Maroon,Traditional,Sequined Banarasi silk saree
Japan,Kyoto,Traditional Japanese,Office Meeting,Pastel,Traditional,Solid kimono with subtle designs
Sri Lanka,Colombo,Western,Office Meeting,Navy,Traditional,Checkered blouse with long skirt
England,Manchester,Western,Wedding,Gold,Modern,Beaded silk crepe slip dress with cowl neckline
Malaysia,Kuantan,Malay,Wedding,Gold,Modern,Lace gown with cape
India,Mumbai,Western,Casual Party,Yellow,Traditional,Striped twinset with a pencil skirt and classic pumps
Malaysia,Kuching,Malay,Wedding,Gold,Traditional,Embroidered gold-threaded songket
Japan,Tokyo,Western,Office Meeting,Gray,Traditional,Solid midi skirt with jacket
Dubai,Al Ain,Traditional (Middle Eastern),Office Meeting,Beige,Modern,Solid long sleeve blouse with trousers
England,Manchester,Western,Office Meeting,Black,Modern,Solid blazer dress
England,London,Western,Office Meeting,Navy,Traditional,Checkered cardigan over dress
Japan,Kyoto,Traditional Japanese,Casual Party,Pastel,Traditional,Traditional Prints obi belt over dress
India,Mumbai,Traditional (North Indian),Wedding,Pink,Traditional,Sequined Zardosi work lehenga
USA,Houston,Black,Wedding,Vibrant,Modern,Kente Patterns sequin gown with Ankara print detailing
Malaysia,Kuantan,Malay,Wedding,Silver,Traditional,Lace veil with traditional dress
USA,Houston,Black,Wedding,Kente Colors,Traditional,Beaded Kente cloth dress
India,Mumbai,Traditional (North Indian),Casual Party,Bright,Modern,Floral dhoti pants with kurti
England,Bristol,Western,Casual Party,Pink,Traditional,Striped turtleneck sweater with a pleated skirt and loafers
Dubai,Dubai,Traditional (Middle Eastern),Casual Party,Bright,Modern,Printed jumpsuit with sleeves
Sri Lanka,Colombo,Traditional (Sinhala),Wedding,Cream,Traditional,Lace golden saree
Sri Lanka,Colombo,Traditional (Sinhala),Casual Party,Earth Tones,Modern,Floral printed romper
Malaysia,Kuching,Indian,Casual Party,Pastel,Traditional,Block Print block print suit
USA,New York,Latino,Wedding,Orange,Traditional,Embroidered off-shoulder lace dress with detailed embroidery
India,Delhi,Traditional (North Indian),Wedding,Pink,Modern,Beaded jacket style lehenga
USA,Chicago,Western,Casual Party,Pink,Modern,Floral crop top with high-waisted pants and block heels
Japan,Kyoto,Traditional Japanese,Wedding,Silver,Traditional,Floral kakeshita kimono
USA,Houston,Western,Casual Party,Pink,Traditional,Striped twinset with a pencil skirt and classic pumps
Malaysia,Kuching,Indian,Office Meeting,Earth Tones,Traditional,Minimal Embroidery phulkari dupatta with suit
Sri Lanka,Colombo,Western,Casual Party,Pink,Modern,Polka dot shorts with a flowy blouse and espadrilles
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Cream,Traditional,Beaded golden saree
USA,Miami,Latino,Wedding,Yellow,Modern,Ruffles halter-neck dress with intricate embroidery
USA,Miami,Western,Wedding,Ivory,Traditional,Beaded pastel midi dress with a modest neckline
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,White,Modern,Beaded Anarkali gown
USA,New York,Latino,Wedding,Gold,Modern,Embroidered maxi dress with a high slit and lace accents
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Maroon,Traditional,Beaded traditional wedding saree
Japan,Tokyo,Western,Wedding,Ivory,Traditional,Embroidered pleated midi skirt with a blouse and matching bolero
England,London,Western,Office Meeting,Black,Modern,Solid ankle-length trousers with blouse
India,Chennai,Traditional (South Indian),Wedding,Green,Traditional,Beaded saree with gold embroidery
USA,Houston,Black,Casual Party,Bright,Traditional,Ankara Print batik print dress
Malaysia,Kuching,Malay,Wedding,Silver,Traditional,Beaded veil with traditional dress
USA,Houston,Black,Wedding,Vibrant,Modern,Ankara Print one-shoulder gown with bold geometric patterns
England,London,Western,Wedding,Ivory,Modern,Beaded one-shoulder chiffon dress
Malaysia,Kuantan,Malay,Wedding,Maroon,Traditional,Beaded gold-threaded songket
England,London,African/Caribbean,Wedding,Purple,Modern,Beaded lace dress
USA,New York,Latino,Office Meeting,Beige,Modern,Subtle Embroidery business suit
USA,New York,Latino,Office Meeting,Beige,Modern,Subtle Embroidery sleeveless blouse with cardigan
England,Bristol,South Asian,Wedding,Red,Traditional,Embroidered Kanjeevaram saree
Sri Lanka,Colombo,Western,Casual Party,Yellow,Traditional,Floral cardigan over a dress with Mary Jane shoes
Malaysia,Ipoh,Indian,Office Meeting,Earth Tones,Traditional,Solid linen saree
Sri Lanka,Kandy,Traditional (Sinhala),Casual Party,Bright,Traditional,Floral simple saree with contrast blouse
Dubai,Dubai,Traditional (Middle Eastern),Wedding,Gold,Traditional,Sequined thobe with intricate designs
England,London,Western,Wedding,Ivory,Traditional,Embroidered floral A-line dress with a matching shawl
England,London,Western,Casual Party,Pink,Modern,Floral off-shoulder blouse with high-waisted jeans and heels
Malaysia,Ipoh,Chinese,Office Meeting,Black,Traditional,Minimal Embroidery silk blouse with trousers
USA,Chicago,Latino,Wedding,Red,Modern,Lace lace trumpet gown with a sweetheart neckline
India,Mumbai,Traditional (North Indian),Wedding,Red,Modern,Zari designer lehenga
USA,Houston,Western,Office Meeting,Navy,Modern,Solid culottes with shirt
USA,Chicago,Black,Wedding,Kente Colors,Modern,Ankara Print halter-neck dress with subtle cultural motifs
Malaysia,Kuching,Chinese,Office Meeting,Navy,Modern,Solid cheongsam-inspired dress
USA,Houston,Western,Casual Party,Yellow,Modern,Striped sundress with floral prints and sandals
Malaysia,Kuching,Malay,Office Meeting,Light Blue,Modern,Solid modern kebaya
England,Manchester,Western,Wedding,White,Traditional,Lace knee-length lace dress with cap sleeves
England,London,African/Caribbean,Casual Party,Yellow,Modern,Tribal romper with cultural motifs
India,Chennai,Traditional (South Indian),Office Meeting,Beige,Traditional,Minimal Embroidery half saree
India,Bangalore,Traditional (South Indian),Casual Party,Pastel,Traditional,Printed bandhani saree
USA,New York,Latino,Casual Party,Vibrant,Modern,Frills frilled top with capris
England,London,African/Caribbean,Wedding,Purple,Modern,Ankara mermaid dress with lace
England,London,Western,Casual Party,Yellow,Traditional,Striped knee-length skirt with a blouse and pearl necklace
Malaysia,Kuantan,Malay,Wedding,Maroon,Modern,Beaded modern baju kurung
Sri Lanka,Jaffna,Traditional (Tamil),Office Meeting,Cream,Traditional,Minimal Embroidery half saree
Dubai,Abu Dhabi,Traditional (Middle Eastern),Wedding,Gold,Modern,Sequined mermaid dress with lace
England,Manchester,African/Caribbean,Wedding,Purple,Traditional,Ankara Yoruba iro and buba
England,London,Western,Casual Party,Blue,Modern,Polka dot romper with lace details and strappy heels
Sri Lanka,Colombo,Western,Wedding,Gold,Modern,Lace embroidered illusion gown with lace details
USA,Miami,Latino,Wedding,Orange,Modern,Embroidered halter-neck dress with intricate embroidery
USA,Miami,Western,Wedding,Gold,Modern,Lace off-shoulder sequin dress
England,Manchester,African/Caribbean,Wedding,Turquoise,Traditional,Kente traditional Kente dress
Malaysia,Kuching,Indian,Casual Party,Pastel,Modern,Printed front-slit kurti with jeans
England,London,Western,Wedding,Ivory,Modern,Lace silver beaded sheath gown
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Maroon,Modern,Beaded fusion wear dress
Malaysia,Ipoh,Malay,Office Meeting,Cream,Traditional,Solid embroidered baju kurung
Sri Lanka,Kandy,Traditional (Sinhala),Casual Party,Pastel,Modern,Printed jumpsuit
India,Chennai,Traditional (South Indian),Casual Party,Bright,Traditional,Printed block print suit
USA,Miami,Western,Casual Party,Green,Modern,Abstract romper with lace details and strappy heels
USA,Miami,Latino,Casual Party,Vibrant,Traditional,Floral floral print skirt with blouse
England,Manchester,African/Caribbean,Casual Party,Vibrant,Modern,Floral wrap dress with bold patterns
India,Mumbai,Western,Office Meeting,Beige,Modern,Solid culottes with shirt
USA,Miami,Western,Office Meeting,Black,Traditional,Pinstripe cardigan over dress
USA,Chicago,Western,Casual Party,Red,Modern,Floral crop top with high-waisted pants and block heels
India,Chennai,Traditional (South Indian),Office Meeting,Pastel,Traditional,Minimal Embroidery cotton saree
USA,New York,Western,Office Meeting,Black,Modern,Checkered shift dress
USA,Miami,Latino,Wedding,Gold,Traditional,Ruffles lace bolero over a classic gown
India,Bangalore,Traditional (South Indian),Casual Party,Pastel,Modern,Printed front-slit kurti with jeans
USA,Chicago,Western,Casual Party,Red,Traditional,Floral midi skirt with a sweater and kitten heels
Sri Lanka,Kandy,Traditional (Sinhala),Casual Party,Pastel,Traditional,Batik handloom dress
India,Bangalore,Traditional (South Indian),Wedding,Gold,Traditional,Beaded Kanjeevaram saree
Japan,Osaka,Traditional Japanese,Wedding,Gold,Traditional,Floral bridal kimono with obi
India,Mumbai,Traditional (North Indian),Casual Party,Vibrant,Modern,Printed dhoti pants with kurti
Malaysia,Kuching,Indian,Wedding,Pink,Modern,Embroidered lehenga with fringe details
Japan,Tokyo,Traditional Japanese,Wedding,Red,Modern,Floral gown with cape
India,Mumbai,Western,Office Meeting,Beige,Traditional,Solid twinset with skirt
Dubai,Sharjah,Traditional (Middle Eastern),Wedding,Emerald,Traditional,Sequined embroidered abaya
Sri Lanka,Jaffna,Traditional (Tamil),Casual Party,Pastel,Modern,Floral dhoti pants with tunic
India,Chennai,Traditional (South Indian),Wedding,Red,Modern,Beaded lehenga
USA,Houston,Black,Office Meeting,Brown,Modern,Subtle Ankara Print business suit with African print scarf
USA,New York,Western,Wedding,Ivory,Traditional,Embroidered classic wrap dress with a subtle floral pattern
Japan,Kyoto,Traditional Japanese,Wedding,White,Traditional,Embroidered furisode kimono
Malaysia,Kuching,Indian,Wedding,Gold,Modern,Sequined cape style saree
England,Bristol,Western,Wedding,Ivory,Traditional,Beaded conservative high-neck sheath dress with a pearl collar
England,Bristol,South Asian,Wedding,Pink,Modern,Embroidered lehenga with contemporary design
USA,Chicago,Western,Casual Party,Red,Traditional,Polka dot knee-length skirt with a blouse and pearl necklace
England,Manchester,Western,Wedding,Ivory,Modern,Lace silver beaded sheath gown
India,Mumbai,Traditional (North Indian),Wedding,Red,Modern,Zari lehenga with fringe details
USA,New York,Latino,Wedding,Red,Traditional,Ruffles lace bolero over a classic gown
India,Mumbai,Traditional (North Indian),Wedding,Gold,Traditional,Sequined Silk saree with temple border
Sri Lanka,Jaffna,Traditional (Tamil),Wedding,Gold,Modern,Beaded Anarkali dress
England,Bristol,Western,Wedding,Gold,Traditional,Beaded long-sleeve chiffon dress with an empire waist
England,Manchester,African/Caribbean,Casual Party,Yellow,Modern,Floral wrap dress with bold patterns
England,Manchester,Western,Office Meeting,Black,Modern,Checkered pencil skirt with blouse
Dubai,Dubai,Traditional (Middle Eastern),Casual Party,Pastel,Modern,Geometric wide-leg trousers with tunic
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Maroon,Traditional,Embroidered silk saree with heavy embroidery
India,Mumbai,Western,Office Meeting,Navy,Traditional,Solid cardigan over dress
USA,Chicago,Western,Wedding,White,Modern,Embroidered asymmetrical tulle dress with floral appliqués
USA,New York,Latino,Casual Party,Vibrant,Traditional,Geometric peasant blouse with skirt
Japan,Tokyo,Traditional Japanese,Wedding,White,Modern,Floral mermaid gown
England,London,African/Caribbean,Casual Party,Yellow,Modern,Floral fringed top with capris
Malaysia,Ipoh,Chinese,Wedding,Red,Modern,Beaded gown with embroidery
Sri Lanka,Colombo,Western,Casual Party,Yellow,Traditional,Floral floral A-line dress with a cardigan and ballet flats
Malaysia,Ipoh,Chinese,Casual Party,Multicolor,Modern,Printed off-shoulder top with jeans
Malaysia,Kuching,Malay,Wedding,Silver,Modern,Beaded ball gown with sleeves
USA,Chicago,Black,Office Meeting,Earth Tones,Modern,Subtle Ankara Print business suit with African print scarf
Japan,Osaka,Traditional Japanese,Wedding,Gold,Traditional,Floral shiromuku (white wedding kimono)
India,Chennai,Traditional (South Indian),Wedding,Gold,Modern,Zari off-shoulder dress
India,Mumbai,Western,Wedding,Pastel,Modern,Lace asymmetrical tulle dress with floral appliqués
Malaysia,Ipoh,Indian,Casual Party,Pastel,Modern,Block Print cold shoulder kurti
Japan,Tokyo,Western,Office Meeting,Black,Traditional,Checkered blouse with long skirt
USA,Houston,Western,Wedding,White,Modern,Lace off-shoulder sequin dress
Japan,Kyoto,Traditional Japanese,Wedding,Red,Modern,Traditional Motifs mermaid gown
England,Bristol,Western,Casual Party,Blue,Traditional,Polka dot sweater dress with tights and ankle boots
Japan,Kyoto,Traditional Japanese,Casual Party,Pastel,Traditional,Traditional Prints komon kimono with obi
Japan,Kyoto,Traditional Japanese,Casual Party,Bright,Traditional,Geometric kimono with floral patterns
Malaysia,Ipoh,Chinese,Office Meeting,Navy,Modern,Solid skirt suit with Chinese motifs
Dubai,Abu Dhabi,Traditional (Middle Eastern),Wedding,Emerald,Traditional,Beaded thobe with intricate designs
USA,Houston,Western,Casual Party,Red,Modern,Floral shorts with a flowy blouse and espadrilles
USA,Chicago,Western,Casual Party,Pink,Modern,Abstract jeans with a stylish off-shoulder top and wedges
USA,Houston,Western,Casual Party,Blue,Traditional,Polka dot sweater dress with tights and ankle boots
Japan,Tokyo,Western,Office Meeting,Navy,Modern,Pinstripe tailored trousers with blazer
Malaysia,Ipoh,Chinese,Casual Party,Bright,Modern,Printed cheongsam-style top with trousers
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Gold,Modern,Embroidered fusion wear dress
India,Mumbai,Western,Wedding,Ivory,Traditional,Embroidered pastel midi dress with a modest neckline
England,London,Western,Wedding,Gold,Modern,Beaded asymmetrical tulle dress with floral appliqués
Dubai,Al Ain,Traditional (Middle Eastern),Wedding,Emerald,Traditional,Sequined bejewelled jalabiya
Malaysia,Kuantan,Malay,Office Meeting,Pastel,Traditional,Minimal Embroidery batik print baju kurung
USA,New York,Latino,Casual Party,Vibrant,Traditional,Geometric tiered skirt with embroidered top
Dubai,Abu Dhabi,Traditional (Middle Eastern),Office Meeting,Beige,Modern,Solid peplum top with trousers
Malaysia,Kuantan,Malay,Wedding,Silver,Modern,Beaded gown with cape
Malaysia,Ipoh,Chinese,Office Meeting,White,Traditional,Minimal Embroidery mandarin collar dress
India,Chennai,Traditional (South Indian),Wedding,Red,Traditional,Zari saree with gold embroidery
Dubai,Sharjah,Traditional (Middle Eastern),Office Meeting,Navy,Traditional,Minimal Embroidery long tunic with pants
India,Mumbai,Western,Office Meeting,Gray,Modern,Checkered blazer dress
India,Mumbai,Western,Wedding,Pastel,Modern,Beaded one-shoulder chiffon dress
England,Manchester,African/Caribbean,Office Meeting,Navy,Modern,Solid blazer with bright lining
India,Mumbai,Traditional (North Indian),Wedding,Maroon,Traditional,Beaded Sharara suit
USA,Miami,Western,Casual Party,Red,Modern,Striped crop top with high-waisted pants and block heels
Sri Lanka,Kandy,Traditional (Sinhala),Wedding,Cream,Traditional,Beaded traditional wedding saree
USA,New York,Latino,Wedding,Orange,Traditional,Lace embroidered hem dress with a fitted bodice
USA,Miami,Western,Casual Party,Blue,Modern,Abstract denim skirt with a graphic tee and sneakers
Japan,Tokyo,Traditional Japanese,Wedding,White,Modern,Embroidered gown with Japanese embroidery
India,Delhi,Traditional (North Indian),Wedding,Maroon,Modern,Sequined gown with ethnic embroidery
Malaysia,Kuching,Chinese,Wedding,Red,Traditional,Traditional Motifs kwa (traditional wedding dress)
